"","business_lat","business_long","business_park","business_price","business_open","business_cat","n_photo","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female","ch_in","date"
"6211",36.1703839974,-115.1439295975,"false",2,"True","American",6,1,199,8,2,62,0,1,1,2015-06-17
"6212",36.0542269,-115.2424074,"false",1,"True","Others",24,33,3198,9,378,1664,8,13,1,2016-11-04
"6213",43.6554188,-79.4177747,"true",2,"False","Others",10,3,562,10,715,6314,0,3,0,2016-12-31
"6214",33.490695,-111.927964,"true",3,"True","American",21,2,841,5,240,1472,0,2,1,2016-08-26
"6215",36.093063,-115.17631,"true",3,"False","Others",25,17,924,8,263,962,4,2,1,2012-06-25
"6216",33.47014,-112.065474,"true",2,"True","Others",19,5,534,12,69,786,2,2,1,2014-08-15
"6217",43.85912,-79.31473,"true",2,"True","American",46,15,3315,10,715,6314,4,6,0,2016-05-17
"6218",36.160577,-115.292996,"true",2,"True","American",59,17,3198,9,378,2421,6,11,1,2014-06-25
"6219",36.158705,-115.15293,"true",2,"True","Others",26,8,3198,9,378,1431,3,0,1,2014-02-06
"6220",36.12592,-115.198097,"true",2,"True","Others",23,20,1022,4,82,510,3,4,1,2012-12-17
"6221",33.5113448141,-112.0134999111,"true",2,"False","American",5,4,141,8,20,310,2,1,0,2016-08-03
"6222",36.1160328488,-115.1973661931,"true",1,"True","American",7,9,2916,9,219,1664,3,4,1,2014-11-13
"6223",36.1258871,-115.1944248,"true",1,"True","Others",21,34,3975,9,730,1664,9,10,1,2014-07-02
"6224",36.1261962,-115.1917155,"false",2,"True","Asian",27,2,585,4,47,153,1,1,1,2017-08-13
"6225",36.0601343,-115.0456074,"true",2,"True","Asian",20,2,1613,7,148,727,1,1,1,2012-12-07
"6226",36.0601343,-115.0456074,"true",2,"True","Asian",20,16,1613,8,180,1028,7,6,1,2014-09-07
"6227",43.6582055,-79.3814852,"true",1,"True","Others",3,1,246,7,49,603,0,0,1,2013-01-04
"6228",36.0758761,-115.1817259,"true",2,"True","American",67,31,3198,13,378,1988,10,14,1,2015-02-19
"6229",33.6249928125,-111.926282633,"true",2,"True","American",9,1,73,6,6,192,0,0,1,2010-12-19
"6230",33.500169,-111.919817,"true",2,"False","American",5,2,488,10,50,580,1,1,1,2011-09-11
"6231",43.6648717,-79.4131689,"true",2,"True","Others",8,1,196,5,28,400,1,0,0,2013-01-15
"6232",33.4353717916,-112.0739703039,"true",2,"True","Others",22,21,3378,11,912,4308,7,8,0,2018-06-01
"6233",41.4866945,-81.8236793,"true",2,"False","Others",12,1,574,9,94,580,0,1,1,2013-03-18
"6234",33.6409635847,-112.1315315836,"true",2,"True","Mexican",24,2,12,7,5,245,0,0,1,2012-10-22
"6235",36.1242551,-115.3253819,"true",2,"True","American",7,1,526,2,30,250,1,0,1,2012-01-04
"6236",33.355063,-111.7892735,"true",2,"True","Others",10,9,1186,12,411,2340,3,5,1,2012-07-24
"6237",36.0604423,-115.0337373,"false",1,"True","Others",9,2,1170,7,177,1232,1,1,1,2014-02-12
"6238",33.493853,-111.9256247,"true",2,"True","Asian",15,20,1057,12,70,786,5,6,1,2015-10-25
"6239",33.4223613175,-111.9403389153,"true",2,"True","Asian",6,4,1967,7,41,586,0,2,1,2015-11-20
"6240",36.123406,-115.170188,"true",2,"True","American",88,2,518,3,24,301,1,0,1,2013-11-30
"6241",36.1099462,-115.1753911,"true",2,"True","Asian",90,7,955,9,165,1185,3,2,1,2012-05-04
"6242",33.3350316,-111.7851746,"true",2,"True","American",2,3,16,11,2,139,1,0,1,2012-05-03
"6243",36.048884235,-115.2244691891,"true",1,"True","Others",5,3,672,6,81,535,3,0,1,2016-12-24
"6244",33.4239769,-111.7357131,"true",1,"True","American",1,4,79,10,5,345,1,0,1,2012-06-11
"6245",33.532125,-111.96086,"true",3,"True","American",9,4,331,9,47,434,2,1,1,2014-03-21
"6246",33.3260297,-111.8747445,"true",1,"False","Others",12,3,556,9,94,1193,1,2,0,2012-07-02
"6247",36.093883,-115.176202,"true",2,"True","Others",38,5,603,8,263,962,3,1,1,2012-05-03
"6248",36.1697096,-115.1236952,"true",1,"True","Others",39,3,3022,8,641,4321,0,2,1,2017-09-17
"6249",33.3057389863,-111.9675305486,"true",2,"True","American",21,7,556,9,94,1193,3,3,1,2012-07-29
"6250",33.431499,-112.056034,"true",1,"True","Mexican",4,12,938,8,60,440,4,6,1,2013-11-13
"6251",36.1385152,-115.2843553,"true",2,"True","Others",4,2,289,3,33,242,0,2,1,2014-01-26
"6252",36.27127,-115.26319,"false",2,"True","American",11,5,518,2,24,359,0,2,1,2014-01-01
"6253",33.2606712,-111.7903914,"true",1,"True","Others",4,2,11,2,8,167,0,2,0,2016-07-03
"6254",36.1150515442,-115.2202835693,"true",2,"True","Others",36,23,2916,13,415,3061,3,16,1,2016-11-05
"6255",36.0681523873,-115.1759299115,"true",2,"True","Others",48,23,6026,10,697,826,4,9,1,2013-03-20
"6256",36.145433,-115.1360328,"true",1,"False","Asian",12,2,1150,5,126,821,1,1,1,2014-03-21
"6257",36.108898,-115.151261,"true",1,"True","Others",39,6,3022,7,641,4321,0,5,0,2018-01-14
"6258",33.4216173426,-111.9466751753,"true",2,"True","Others",2,8,683,9,94,1193,2,5,1,2013-06-21
"6259",36.121189,-115.169657,"true",3,"True","Others",42,30,2916,12,219,1664,10,8,1,2012-06-24
"6260",33.4634047108,-112.0740759054,"true",2,"True","American",10,4,347,9,16,279,3,0,1,2014-01-11
"6261",36.1315942123,-115.1647668375,"true",1,"True","Mexican",90,12,1058,8,165,1185,6,4,1,2012-08-25
"6262",36.112777,-115.174006,"true",1,"True","Others",42,20,1779,9,210,3057,5,5,1,2014-03-01
"6263",36.021113,-115.087495,"true",2,"True","American",4,7,818,8,146,520,1,5,1,2013-09-15
"6264",36.1672853944,-115.1393104473,"true",2,"True","Others",66,2,528,7,166,617,0,1,0,2015-01-13
"6265",36.144296015,-115.162691921,"true",2,"False","Asian",43,6,1060,9,183,1028,3,2,0,2016-08-08
"6266",35.9949501,-115.2062178,"true",2,"True","American",26,10,693,4,76,573,1,5,1,2012-06-13
"6267",45.4755505,-73.6077293,"true",2,"True","Others",2,1,243,5,34,416,0,1,1,2014-04-03
"6268",36.1128421245,-115.1705693105,"true",2,"True","Others",73,17,1779,9,411,2340,5,5,1,2013-07-10
"6269",36.0601343,-115.0456074,"true",2,"True","Asian",20,13,1613,8,180,1028,6,4,1,2014-01-09
"6270",36.0254612,-115.0466595,"true",2,"True","American",1,3,818,7,146,520,0,1,1,2016-11-22
"6271",43.6554293,-79.4135056,"true",2,"True","Others",1,3,1451,6,418,993,1,1,1,2015-04-28
"6272",36.114239,-115.19508,"true",2,"True","Others",139,4,291,2,25,416,1,2,1,2018-06-04
"6273",36.0137143,-114.9927838,"true",2,"True","Others",5,26,1073,8,146,926,5,10,1,2017-11-10
"6274",45.4943251,-73.5789831,"true",2,"True","Mexican",4,2,273,6,34,232,0,2,0,2014-02-25
"6275",33.4633886,-111.9270953,"true",1,"True","Others",5,2,741,10,17,139,0,2,1,2016-06-30
"6276",35.3346884,-80.8135014,"false",2,"True","Asian",24,1,176,9,43,779,1,0,1,2013-05-07
"6277",33.6222859533,-111.9041715755,"true",2,"False","Others",9,1,359,5,33,205,0,0,1,2011-12-03
"6278",36.1268046,-115.1929146,"true",2,"True","Others",13,8,1022,9,82,584,3,2,1,2012-02-24
"6279",36.2779836878,-115.2869477727,"true",1,"True","Others",14,10,955,7,165,1185,3,4,1,2014-03-11
"6280",35.2194462829,-80.8120589016,"true",1,"True","American",3,1,540,7,61,227,1,0,1,2012-04-08
"6281",36.047306,-115.244158,"true",2,"True","American",31,11,1193,9,122,584,2,6,1,2012-02-20
"6282",36.1270199715,-115.2096439898,"true",1,"True","Others",11,27,3198,9,641,4321,4,13,1,2016-08-24
"6283",36.1245859,-115.1716132,"true",2,"True","Others",11,2,425,3,15,250,2,0,1,2011-08-01
"6284",36.147408,-115.155726,"true",4,"True","American",51,2,313,1,15,250,2,0,1,2011-07-17
"6285",33.4324571,-111.9023035,"true",2,"True","Asian",14,3,476,6,75,892,1,1,1,2014-04-27
"6286",33.3496646013,-111.9469972712,"true",1,"True","American",4,4,399,5,27,440,0,2,1,2014-12-14
"6287",36.0114062572,-115.1757787001,"true",1,"True","American",24,11,818,9,146,584,1,3,1,2011-10-14
"6288",33.5373335871,-112.0470648705,"true",2,"True","Asian",2,1,617,10,62,610,0,1,1,2012-08-17
"6289",33.4227198,-111.7982123,"true",1,"True","Mexican",16,14,765,3,21,195,6,4,1,2018-03-10
"6290",36.1559383512,-115.3329598904,"true",3,"True","Asian",47,6,1550,6,92,593,2,0,1,2013-05-09
"6291",33.5330493,-112.2620364,"false",2,"True","American",1,7,556,9,94,1193,1,5,1,2016-12-31
"6292",36.1199282584,-115.1724350454,"true",2,"True","Others",22,4,292,9,55,753,2,2,1,2014-04-18
"6293",33.407821,-111.854055,"true",1,"True","Mexican",6,3,380,6,100,295,2,0,1,2013-06-11
"6294",33.4655863,-111.9279622,"true",2,"False","Others",2,7,359,5,33,205,2,2,1,2012-06-16
"6295",33.30548,-111.874484,"true",2,"True","Asian",4,1,177,8,17,206,0,1,0,2013-07-01
"6296",43.075094045,-89.3820914577,"true",2,"True","American",20,4,2940,7,289,867,2,0,1,2013-09-29
"6297",41.485492,-81.703914,"true",2,"True","American",58,15,6506,9,1150,1216,2,5,1,2015-07-23
"6298",41.484399,-81.7045211,"true",2,"True","American",30,11,2755,10,715,6314,3,3,1,2016-01-04
"6299",33.5973398546,-111.9774997563,"true",2,"True","American",33,9,1517,9,83,439,2,6,1,2014-06-19
"6300",36.0621940089,-115.2418562125,"true",2,"True","American",17,15,1451,7,177,1232,4,8,1,2014-12-03
"6301",36.0154353334,-115.1194969015,"true",1,"True","Mexican",2,5,2916,9,219,1664,1,3,1,2012-08-31
"6302",33.6273043125,-111.8947665984,"true",2,"True","American",7,21,3934,11,648,934,2,9,1,2012-07-26
"6303",36.1004343,-115.1851022,"true",1,"True","Others",42,1,112,11,3,203,0,0,0,2015-12-11
"6304",33.5826876808,-111.9222626571,"true",2,"True","American",11,8,683,9,113,683,3,4,1,2015-06-23
"6305",36.1193098,-115.1717702,"true",2,"True","Others",39,4,278,5,16,505,1,1,1,2016-09-01
"6306",33.5811085,-111.8868758,"true",2,"True","American",17,8,585,6,126,573,4,3,1,2018-08-07
"6307",36.0944572,-115.2088673,"true",2,"True","Others",91,22,3975,9,730,1664,6,6,1,2011-11-05
"6308",33.6273043125,-111.8947665984,"true",2,"True","American",7,44,3934,11,648,1638,4,14,1,2014-09-21
"6309",36.0458007,-115.2440943,"true",2,"True","Others",3,5,2916,9,219,1664,1,3,1,2011-09-23
"6310",45.4792794164,-73.5816477612,"true",2,"True","Asian",23,1,105,5,21,343,0,0,1,2015-07-17
"6311",33.666586,-112.203627,"false",2,"True","Asian",6,2,460,8,33,614,1,1,0,2012-11-01
"6312",33.5637599,-112.0734903,"true",2,"False","American",12,4,682,11,78,520,1,2,1,2014-04-18
"6313",33.3204996528,-111.9663091602,"true",2,"True","Mexican",8,1,211,5,14,156,0,1,1,2014-02-28
"6314",36.112777,-115.174006,"true",1,"True","Others",12,6,1779,9,210,1196,2,3,1,2012-07-30
"6315",40.443983,-79.998256,"true",2,"True","Others",16,2,3164,8,539,1180,0,2,1,2014-01-22
"6316",33.570389,-111.886452,"true",2,"True","Others",22,17,540,9,83,800,1,3,1,2013-08-20
"6317",36.109418,-115.1718738,"true",1,"True","American",53,14,2916,10,219,1664,1,7,1,2011-08-08
"6318",36.127797,-115.168692,"true",2,"True","Others",24,8,949,5,47,437,1,3,1,2012-04-04
"6319",33.599418911,-111.9892552998,"true",1,"True","Others",11,1,459,9,59,659,1,0,1,2011-03-12
"6320",33.5385580506,-111.8908726255,"true",2,"True","American",6,12,506,5,69,1642,2,3,1,2015-08-01
"6321",36.2914992819,-115.2873648133,"false",1,"True","Mexican",7,1,532,6,30,443,0,1,1,2011-10-20
"6322",36.1641802266,-115.2896297427,"true",1,"True","American",45,19,1193,9,122,753,2,7,1,2012-05-21
"6323",36.0106875,-115.1371278,"true",2,"True","Others",11,3,693,4,76,573,1,2,0,2016-08-16
"6324",36.1005917,-115.1172961,"true",1,"True","Asian",29,15,3198,9,378,1431,6,4,1,2014-10-19
"6325",33.6084197,-112.2385364,"true",2,"True","Others",3,6,230,7,11,358,3,0,1,2018-01-06
"6326",36.1047801463,-115.1749268102,"true",3,"False","American",23,10,6187,12,894,1932,0,8,1,2015-06-27
"6327",33.486829,-111.90851,"true",2,"True","American",29,14,328,8,47,1022,2,7,1,2016-05-30
"6328",33.3365903353,-111.859528325,"true",1,"True","Others",2,6,1777,3,359,1631,2,2,1,2017-09-26
"6329",36.054301,-115.171477,"false",2,"True","American",7,14,2916,9,219,1664,3,8,0,2016-04-02
"6330",33.5764166,-112.1180035,"true",1,"True","Others",2,2,77,5,29,260,1,0,1,2018-02-26
"6331",33.4586921291,-112.0655679703,"true",2,"True","Others",24,3,832,9,133,781,3,0,1,2012-02-10
"6332",36.1260271514,-115.1929696908,"true",1,"True","Others",14,6,1193,7,122,434,2,3,1,2011-09-17
"6333",36.1265925847,-115.2063059807,"true",2,"True","American",35,5,603,3,33,194,1,3,1,2010-11-22
"6334",36.1972178336,-115.2641317248,"true",2,"True","Others",15,3,672,3,81,593,2,0,0,2011-07-24
"6335",33.4766277,-112.0128996,"true",1,"True","Mexican",5,1,134,8,10,19,0,1,1,2013-07-18
"6336",36.0674448,-115.1745021,"true",3,"True","Others",11,57,3975,11,730,1019,9,21,1,2018-03-12
"6337",33.671426,-112.03017,"true",1,"True","Others",3,3,359,5,33,1022,1,0,1,2012-09-07
"6338",36.1174419807,-115.1891820932,"true",2,"True","Others",63,3,1247,9,283,2421,3,0,1,2012-07-01
"6339",43.6401826,-79.4396724,"true",1,"True","Asian",12,1,84,7,42,532,0,1,1,2013-08-21
"6340",43.7732205622,-79.6189561049,"false",2,"True","Others",1,3,305,7,57,1108,1,1,0,2016-05-18
"6341",43.8092012621,-79.2681528255,"true",2,"True","Others",7,2,562,10,715,6314,0,1,0,2017-06-18
"6342",36.156094,-115.333584,"true",2,"False","Others",3,18,2916,9,219,1664,5,3,1,2012-05-23
"6343",35.175325,-80.849762,"false",2,"True","American",10,1,331,6,69,484,0,1,1,2016-03-23
"6344",33.4963856007,-112.0839831856,"true",1,"True","Mexican",5,6,1785,9,120,855,2,4,1,2016-10-09
"6345",33.4950076,-111.9758635,"true",2,"True","American",22,2,471,9,55,439,0,2,1,2012-04-24
"6346",36.1148685,-115.2097115,"true",1,"True","Asian",100,3,1801,7,228,428,1,1,1,2016-12-21
"6347",33.4790158,-112.047963,"true",2,"True","Mexican",42,4,331,6,47,327,4,0,1,2014-05-25
"6348",33.3652497,-111.8607012,"true",2,"True","American",12,10,4351,6,738,763,3,6,1,2016-02-01
"6349",33.492287,-111.924273,"true",3,"True","American",33,11,6187,12,894,1932,3,4,1,2014-10-17
"6350",36.1608544,-115.3315267,"true",2,"False","Mexican",2,1,3094,7,14,76,1,0,0,2011-02-08
"6351",36.0681523873,-115.1759299115,"true",2,"True","Others",48,49,6026,10,697,1196,8,22,0,2017-04-28
"6352",36.2719424,-115.2631531,"true",2,"True","American",12,5,289,3,33,246,2,1,1,2016-02-06
"6353",36.0137143,-114.9927838,"true",2,"True","Others",5,15,818,8,146,926,3,4,1,2014-02-25
"6354",36.0109982442,-115.1199579951,"false",2,"True","American",24,5,818,7,146,560,1,3,1,2012-10-11
"6355",33.4740594,-111.9271441,"true",2,"True","Others",11,16,3402,12,499,1276,5,6,1,2014-04-19
"6356",33.4977731,-112.0741383,"true",2,"True","Others",5,8,933,10,156,616,3,4,1,2012-09-08
"6357",43.6759577693,-79.4011840224,"true",2,"True","Mexican",20,3,288,10,66,472,1,1,1,2014-05-14
"6358",33.374985,-111.687163,"true",2,"True","Others",6,1,458,7,48,439,0,0,1,2014-07-17
"6359",36.195579,-115.25878,"true",1,"True","Others",2,3,293,2,25,510,1,2,1,2012-09-22
"6360",43.6559749,-79.3929904,"true",2,"True","Others",51,2,511,6,141,306,0,2,1,2018-03-22
"6361",36.0674448,-115.1745021,"true",3,"True","Others",11,40,3975,11,730,1019,8,13,1,2014-05-20
"6362",43.8550516,-79.2563367,"false",2,"True","Others",2,2,167,6,42,598,0,2,0,2016-12-21
"6363",35.9776607,-114.8379495006,"true",1,"True","Others",20,14,3198,9,378,1431,5,4,1,2014-07-05
"6364",33.492381,-111.9259469,"true",2,"True","American",16,2,141,8,20,310,0,1,1,2015-03-09
"6365",40.4700107,-79.9611342,"true",2,"True","Mexican",3,1,100,5,8,164,0,1,0,2015-12-21
"6366",33.3015863,-111.8985934,"false",2,"True","Asian",10,5,3978,12,350,501,4,0,1,2013-12-15
"6367",33.5058728555,-112.0413422585,"true",2,"True","American",2,7,682,11,78,520,0,3,0,2014-08-13
"6368",36.0732079,-115.2085074,"true",2,"True","Others",15,1,170,2,22,175,0,1,1,2011-05-15
"6369",35.2210244,-80.8148537,"true",2,"True","American",21,17,2755,9,402,1523,7,5,1,2015-06-14
"6370",36.269812,-115.261465,"true",2,"True","American",14,10,1613,8,148,926,2,3,1,2014-05-07
"6371",36.166261,-115.205674,"true",2,"True","Others",14,10,2818,6,309,858,4,5,0,2015-04-23
"6372",36.1689181,-115.1415925,"true",2,"True","Others",8,3,2916,9,219,1664,1,2,1,2012-07-08
"6373",33.449749181,-112.0753309742,"true",2,"True","Others",43,1,171,9,46,498,1,0,1,2014-06-07
"6374",33.447459,-112.072807,"true",2,"True","American",32,8,476,6,75,583,2,1,1,2013-08-05
"6375",33.6377567,-112.2329925,"true",1,"True","Others",3,7,1011,5,51,614,3,1,1,2018-05-12
"6376",33.3066102,-111.8727882,"true",2,"True","American",3,6,431,8,55,400,2,3,1,2015-01-04
"6377",33.4263511706,-111.9398196837,"true",2,"True","Others",8,5,853,8,74,268,1,2,1,2011-12-09
"6378",36.1721156,-115.1469038,"true",1,"True","Others",3,11,1613,7,148,727,5,3,0,2014-05-31
"6379",43.6065001162,-79.5879746494,"true",2,"True","Asian",10,2,305,7,57,1108,1,1,1,2017-03-28
"6380",43.6420637,-79.4324,"true",2,"True","Others",12,1,460,10,95,1897,1,0,0,2013-04-25
"6381",33.3045061941,-111.8999283032,"true",1,"True","Others",12,2,126,3,19,501,0,2,1,2012-04-21
"6382",36.0909158,-115.1737761,"true",4,"True","American",35,1,603,3,33,194,0,0,1,2015-10-16
"6383",35.9650379875,-115.169479015,"true",2,"False","American",9,10,2916,9,219,1664,4,6,0,2014-04-11
"6384",43.649687,-79.371958,"true",2,"True","Others",4,8,1515,7,102,1146,3,3,1,2013-08-17
"6385",36.1265169,-115.2017455,"true",1,"True","Others",27,27,3975,9,730,1664,9,12,1,2014-06-01
"6386",36.0125551484,-115.1198029162,"true",1,"True","Mexican",7,8,917,8,180,1028,3,1,1,2014-10-15
"6387",36.018286,-115.1179043,"true",2,"True","Others",40,28,3198,9,378,1431,5,7,1,2013-04-25
"6388",43.6509775,-79.4132797,"true",3,"False","Others",13,1,288,3,66,472,0,1,0,2013-01-14
"6389",36.1233694,-115.2246242,"true",2,"True","Others",8,5,1613,7,148,727,1,3,0,2012-09-11
"6390",36.0544216949,-115.2774082575,"true",2,"False","Others",6,43,2916,9,219,1664,5,17,1,2016-07-31
"6391",43.6567548,-79.3837248,"true",2,"True","Others",6,2,167,6,42,598,0,1,0,2017-08-08
"6392",41.4602648,-81.7730535,"true",2,"False","Mexican",11,2,6506,9,1150,1027,1,1,1,2013-11-11
"6393",33.5012802443,-111.9285190939,"true",2,"True","American",29,1,49,9,79,1234,1,0,1,2017-10-06
"6394",36.0708818595,-115.2432708657,"true",2,"True","Others",15,5,1613,7,148,727,2,2,1,2014-01-17
"6395",35.4437229,-80.8645502,"false",2,"True","Others",9,1,5249,5,436,967,1,0,1,2017-10-24
"6396",36.0420628,-115.2781558,"true",2,"True","Others",40,17,1193,7,122,510,3,3,1,2012-08-24
"6397",36.1260978,-115.1925293,"true",1,"False","Others",6,3,3198,9,378,1431,2,0,1,2014-05-04
"6398",36.113498,-115.307372,"true",2,"True","Mexican",3,1,13,10,0,20,1,0,1,2011-05-05
"6399",36.0359158,-114.9859226,"true",1,"True","Others",12,2,3198,9,378,1431,1,1,1,2011-12-02
"6400",33.465772,-112.082382,"true",1,"False","Others",3,1,73,6,6,192,0,0,1,2012-10-20
"6401",36.1439911,-115.1898654,"true",2,"True","Others",15,16,3975,9,730,907,3,7,1,2013-11-02
"6402",35.212502,-80.817808,"true",2,"False","American",12,1,176,9,43,779,1,0,1,2012-03-16
"6403",36.1615403,-115.2911213,"true",1,"True","Others",12,1,433,8,63,457,0,1,1,2011-09-04
"6404",33.6386733386,-112.1709837877,"true",1,"True","American",5,6,1527,10,124,1022,2,2,1,2011-08-25
"6405",36.2710367,-115.267937,"true",2,"False","Others",1,4,480,6,102,535,2,2,1,2013-05-20
"6406",43.0855448,-89.3607155,"true",2,"True","Others",4,5,2940,7,289,867,1,0,1,2013-03-19
"6407",33.5864598183,-111.9255691349,"true",2,"True","Others",15,12,1057,6,70,440,3,5,0,2016-02-08
"6408",36.0350856,-115.1357861,"true",1,"True","Others",24,1,421,1,25,133,0,1,1,2012-04-07
"6409",36.1987256,-115.2426469,"true",2,"True","American",3,15,391,4,30,279,4,3,0,2016-06-30
"6410",36.121189,-115.169657,"true",3,"True","Others",42,41,2916,12,219,1664,12,11,1,2013-03-31
"6411",36.144469052,-115.2366719569,"true",2,"True","Others",14,5,449,9,55,687,2,2,1,2011-09-15
"6412",33.4948726,-112.0535765,"true",2,"True","Asian",21,12,1345,12,199,1144,3,6,1,2016-06-26
"6413",36.130369,-115.10336,"true",1,"True","Asian",6,3,391,4,30,279,1,0,1,2012-08-30
"6414",33.4951157,-111.9967663,"true",1,"False","Others",42,3,1018,12,162,1668,1,1,0,2011-11-10
"6415",33.4987464,-111.9274236,"true",2,"True","American",10,1,1196,7,180,481,0,1,1,2013-01-05
"6416",35.0955459553,-80.7787530224,"false",1,"True","Others",42,5,341,8,7,85,0,1,1,2015-01-07
"6417",36.0944573486,-115.208867155,"true",2,"True","Mexican",3,2,1997,6,309,858,1,1,0,2018-07-26
"6418",33.5995583197,-111.9890650807,"true",2,"True","American",3,7,380,9,100,295,1,4,1,2013-12-21
"6419",33.5098020416,-112.061086646,"true",2,"True","Asian",25,6,933,6,156,374,1,4,1,2012-04-07
"6420",43.0982338,-89.3570463,"true",1,"False","Others",8,7,2940,7,289,867,1,0,1,2014-11-02
"6421",36.109842,-115.174603,"true",2,"True","American",135,21,2916,9,219,1664,4,10,1,2013-06-22
"6422",36.09514,-115.29689,"true",2,"True","American",12,4,1193,7,122,297,0,2,1,2012-05-30
"6423",33.715095,-112.113732,"false",2,"True","American",10,3,460,8,33,614,3,0,1,2013-10-27
"6424",36.1206147,-115.1719738,"true",1,"True","Others",139,7,402,6,52,698,4,2,1,2016-07-27
"6425",36.1315942123,-115.1647668375,"true",1,"True","Mexican",90,26,2607,9,309,1185,11,11,1,2014-12-09
"6426",36.1083176,-115.174085,"true",2,"False","Others",39,21,2755,9,402,1523,8,11,1,2013-06-19
"6427",33.624127028,-112.1317850053,"false",2,"False","Others",11,1,48,8,1,24,1,0,1,2016-09-10
"6428",33.3037237323,-111.994536941,"true",2,"True","Others",20,10,3934,11,648,934,1,4,1,2015-02-01
"6429",36.250338,-115.244002,"false",2,"True","Others",24,21,1997,8,309,926,5,7,1,2014-09-11
"6430",36.1515318,-115.3330157,"true",2,"True","American",26,19,3198,9,378,1606,4,7,1,2017-05-13
"6431",43.8323659,-79.2674279,"true",2,"True","Others",14,2,23,2,14,124,1,0,1,2018-05-05
"6432",40.409571,-79.9151688,"true",2,"True","American",6,9,353,6,65,823,2,3,0,2017-02-14
"6433",33.6380805892,-112.067371952,"true",2,"True","American",2,1,811,10,102,718,0,1,0,2010-10-08
"6434",36.0674448,-115.1745021,"true",3,"True","Others",11,32,3975,11,730,1019,8,11,1,2013-10-22
"6435",36.1349154274,-115.1758220047,"true",2,"True","Mexican",41,22,3558,9,378,1614,3,6,1,2015-03-14
"6436",33.5020064299,-111.9282963788,"true",2,"True","American",30,3,141,8,20,310,1,2,1,2011-05-04
"6437",36.1267945039,-115.2410376816,"true",2,"True","Others",6,10,1193,13,415,3061,1,7,1,2016-10-03
"6438",36.0477312436,-115.2249039347,"true",1,"True","Others",14,6,3022,7,641,4321,0,3,1,2016-12-27
"6439",36.100509,-115.302689,"true",2,"True","Mexican",14,17,3975,7,730,4321,5,7,1,2016-04-07
"6440",33.5098020416,-112.061086646,"true",2,"True","Asian",25,4,933,6,156,374,0,3,1,2011-10-23
"6441",36.1593346922,-115.351527129,"true",2,"True","American",11,9,1779,7,210,1196,1,3,1,2014-09-12
"6442",33.6240175,-111.9263943,"true",2,"True","American",23,7,326,5,40,317,2,3,1,2018-10-16
"6443",36.1439911,-115.1898654,"true",2,"True","Others",15,13,3975,9,730,907,3,6,1,2013-02-02
"6444",36.0391085,-114.9805852,"false",1,"True","Mexican",1,3,485,6,61,531,1,2,1,2013-11-01
"6445",36.0106290079,-115.1749028986,"true",2,"True","Asian",36,10,1299,9,183,540,0,7,1,2015-07-06
"6446",36.1266205315,-115.2099518968,"true",2,"True","Others",33,15,3198,9,378,1431,6,7,1,2016-07-01
"6447",33.5005972575,-112.07423717,"true",2,"True","American",35,16,328,9,55,398,1,1,1,2011-07-29
"6448",33.3499291,-111.9299471,"true",1,"True","Others",1,2,1303,12,113,1144,0,2,0,2016-07-02
"6449",36.0137143,-114.9927838,"true",2,"True","Others",5,21,995,8,146,926,5,6,1,2015-06-11
"6450",36.10802,-115.1571,"true",2,"True","Others",42,4,530,7,180,2665,2,0,1,2016-06-22
"6451",33.460355297,-112.335500402,"true",2,"True","Others",3,9,1785,6,120,855,1,3,1,2015-10-17
"6452",36.1578224556,-115.3112018601,"true",2,"True","Others",10,1,147,3,10,214,1,0,1,2012-01-16
"6453",36.157584,-115.242693,"true",1,"True","American",6,2,127,8,8,80,1,0,1,2017-08-27
"6454",43.681016,-79.4303768,"true",2,"True","Others",20,5,3233,8,478,1274,1,1,1,2013-12-13
"6455",36.1152681022,-115.2983019652,"true",2,"True","American",35,12,1193,9,122,437,1,4,1,2012-01-29
"6456",33.337253,-111.875338,"true",2,"True","Others",26,6,1186,9,411,2340,0,4,0,2013-08-12
"6457",33.3204548,-111.9641591,"true",1,"True","Others",10,3,216,5,23,440,1,2,1,2017-08-17
"6458",36.1097553,-115.1738769,"true",3,"True","Others",12,70,2133,10,256,1789,12,27,1,2014-06-24
"6459",33.5230997097,-112.0492818518,"true",2,"True","American",11,9,1303,6,113,405,3,5,1,2017-01-21
"6460",36.0720455659,-115.2435014237,"true",2,"True","Others",5,17,1451,5,86,573,4,10,1,2014-11-25
"6461",33.580741,-111.881806,"false",2,"True","Others",11,40,853,9,83,800,0,3,1,2014-01-29
"6462",43.7246843,-79.4541729,"false",2,"True","American",42,5,1230,6,42,598,2,1,1,2018-01-24
"6463",36.2397672787,-115.2259352022,"true",1,"True","American",11,5,5817,7,293,1982,0,2,1,2011-02-21
"6464",33.4772064084,-112.0735331216,"true",3,"True","Others",16,7,819,8,125,726,2,4,1,2013-01-29
"6465",33.5135196,-112.0740451,"true",2,"True","Others",10,7,331,6,47,327,1,3,1,2012-12-29
"6466",36.2719424,-115.2631531,"true",2,"True","American",12,9,955,3,33,246,3,3,1,2018-02-08
"6467",33.376977,-112.029821,"false",1,"True","Others",2,1,82,8,0,37,0,1,1,2013-04-15
